,batter,player_name,game_date,stand,p_throws,pitch_type,effective_speed,pfx_x,pfx_z,plate_x,plate_z,zone,description,launch_speed,launch_angle,hc_x,hc_y,if_fielding_alignment,events
104582,663886,"Baz, Shane",2024-07-26,R,R,FF,95.8,-0.88,1.5,0.05,2.19,5.0,hit_into_play,106.3,1.0,110.54,93.43,Standard,single
104583,650490,"Lodolo, Nick",2024-07-26,R,L,CU,80.5,-1.39,0.12,0.2,2.19,8.0,hit_into_play,101.1,24.0,116.03,37.8,Strategic,field_out
104586,682829,"Baz, Shane",2024-07-26,L,R,SL,87.9,0.28,0.37,0.08,2.64,5.0,hit_into_play,85.5,64.0,82.09,149.13,Infield shade,field_out
104591,650490,"Lodolo, Nick",2024-07-26,R,L,CH,86.7,1.51,-0.13,0.99,2.5,14.0,hit_into_play,102.2,-9.0,142.63,147.91,Strategic,field_out
104594,663886,"Baz, Shane",2024-07-26,R,R,SL,87.5,0.14,0.34,0.23,1.95,8.0,hit_into_play,89.5,4.0,109.94,171.52,Standard,field_out
104615,608369,"Green, Chad",2024-07-26,L,R,FF,96.6,-0.64,1.49,-0.7,3.39,1.0,hit_into_play,103.7,-1.0,120.66,149.15,Infield shade,field_out
104627,694671,"Pop, Zach",2024-07-26,R,R,SI,96.4,-1.28,0.2,-0.64,2.2,4.0,hit_into_play,86.6,7.0,116.6,161.37,Infield shade,field_out
104631,608369,"Cabrera, Génesis",2024-07-26,L,L,FC,89.6,-0.15,0.41,0.2,1.95,8.0,hit_into_play,108.3,4.0,164.4,119.89,Infield shade,single
104635,665489,"Heaney, Andrew",2024-07-26,R,L,CH,83.7,1.45,0.35,0.53,0.68,14.0,hit_into_play,78.8,1.0,108.98,162.89,Standard,single
104637,666969,"Kikuchi, Yusei",2024-07-26,R,L,SL,90.7,-0.22,0.37,-0.04,3.25,2.0,hit_into_play,96.4,30.0,227.34,100.8,Infield shade,home_run
104640,694671,"Kikuchi, Yusei",2024-07-26,R,L,SL,90.1,-0.22,0.29,0.32,1.99,9.0,hit_into_play,59.0,-51.0,103.51,174.03,Infield shade,single
104659,694671,"Kikuchi, Yusei",2024-07-26,R,L,FF,98.8,0.91,1.26,0.24,2.55,5.0,hit_into_play,105.5,15.0,165.68,67.55,Infield shade,field_out
104661,608369,"Kikuchi, Yusei",2024-07-26,L,L,FF,97.4,0.71,1.42,0.64,3.61,3.0,hit_into_play,85.5,24.0,92.41,93.92,Infield shade,single
104672,666969,"Kikuchi, Yusei",2024-07-26,R,L,FF,97.7,0.6,1.16,0.15,2.32,5.0,hit_into_play,107.3,-7.0,124.22,106.91,Infield shade,single
104679,694671,"Kikuchi, Yusei",2024-07-26,R,L,CH,88.7,1.03,0.65,-0.06,2.82,5.0,hit_into_play,98.4,45.0,86.33,84.71,Infield shade,field_out
104681,608369,"Kikuchi, Yusei",2024-07-26,L,L,SL,92.9,-0.17,0.55,-0.02,2.05,8.0,hit_into_play,91.1,55.0,85.61,129.81,Infield shade,field_out
104691,667670,"Contreras, Roansy",2024-07-25,R,R,SL,85.7,0.48,0.08,0.77,1.81,9.0,hit_into_play,90.8,-26.0,110.43,160.43,Standard,field_out
104697,671732,"Contreras, Roansy",2024-07-25,L,R,FF,95.7,-0.41,1.37,-0.36,2.44,4.0,hit_into_play,95.2,49.0,76.32,106.47,Standard,field_out
104705,667670,"Joyce, Ben",2024-07-25,R,R,SL,86.6,0.89,-0.19,-0.53,2.82,4.0,hit_into_play,103.5,38.0,122.07,47.69,Infield shade,field_out
104715,671732,"Joyce, Ben",2024-07-25,L,R,FF,104.7,-0.96,1.09,-0.01,2.33,8.0,hit_into_play,99.5,-34.0,132.63,131.15,Strategic,field_out
104723,621493,"Stripling, Ross",2024-07-25,R,R,FC,87.5,-0.2,0.78,0.27,2.42,5.0,hit_into_play,93.5,-17.0,107.26,150.91,Standard,field_out
104726,667670,"Strickland, Hunter",2024-07-25,R,R,FF,92.7,-0.63,1.31,0.72,2.01,9.0,hit_into_play,80.6,-6.0,112.02,144.56,Standard,field_out
104733,671732,"Strickland, Hunter",2024-07-25,L,R,FF,94.2,-0.54,1.3,0.27,3.05,5.0,hit_into_play,95.4,43.0,89.28,74.31,Standard,field_out
104737,687263,"Stripling, Ross",2024-07-25,R,R,KC,76.0,0.38,-1.01,-0.06,2.52,5.0,hit_into_play,87.5,32.0,129.71,64.86,Standard,field_out
104740,681351,"Stripling, Ross",2024-07-25,R,R,SI,88.6,-1.08,1.21,-0.14,2.29,5.0,hit_into_play,99.2,-1.0,98.53,160.43,Standard,grounded_into_double_play
104741,667670,"Rosenberg, Kenny",2024-07-25,R,L,FF,90.4,0.88,1.46,-0.37,2.71,4.0,hit_into_play,97.4,64.0,123.43,131.97,Infield shade,field_out
104742,671732,"Rosenberg, Kenny",2024-07-25,L,L,FC,82.3,-0.43,0.06,-0.14,1.99,8.0,hit_into_play,106.2,23.0,109.67,32.66,Standard,home_run
104745,621493,"Stripling, Ross",2024-07-25,R,R,FC,87.7,0.08,0.71,0.18,2.46,5.0,hit_into_play,98.8,18.0,125.33,192.53,Standard,field_out
104746,687263,"Stripling, Ross",2024-07-25,R,R,FC,87.9,0.25,0.68,0.67,2.36,6.0,hit_into_play,100.0,-2.0,116.5,110.08,Standard,single
104748,681351,"Stripling, Ross",2024-07-25,R,R,SI,88.6,-0.95,1.22,-0.27,2.76,5.0,hit_into_play,111.5,12.0,62.97,95.87,Standard,single
104751,621493,"Stripling, Ross",2024-07-25,R,R,FF,90.8,-0.37,1.54,-0.22,3.11,2.0,hit_into_play,90.1,51.0,192.95,117.58,Standard,field_out
104754,667670,"Rosenberg, Kenny",2024-07-25,R,L,CH,79.9,0.81,0.68,-0.26,2.3,8.0,hit_into_play,111.0,31.0,15.54,60.45,Infield shade,home_run
104758,671732,"Rosenberg, Kenny",2024-07-25,L,L,FF,90.4,0.67,1.46,-1.05,3.22,11.0,hit_into_play,96.4,3.0,56.48,121.55,Infield shade,double
104763,656305,"Honeywell, Brent",2024-07-25,R,R,SL,86.8,0.52,0.11,0.48,1.41,14.0,hit_into_play,90.6,0.0,107.51,155.36,Standard,grounded_into_double_play
104764,671218,"Honeywell, Brent",2024-07-25,R,R,FF,96.6,-0.35,1.0,0.09,2.5,5.0,hit_into_play,100.9,11.0,162.83,88.65,Strategic,single
104769,660271,"Rogers, Tyler",2024-07-25,L,R,SL,74.3,0.47,1.04,0.43,2.39,6.0,hit_into_play,112.6,46.0,226.51,92.6,Strategic,home_run
104774,671218,"Phillips, Evan",2024-07-25,R,R,ST,84.3,1.25,0.19,1.17,2.6,12.0,hit_into_play,78.5,40.0,128.04,97.25,Standard,field_out
104776,518692,"Hjelle, Sean",2024-07-25,L,R,FC,93.9,-0.54,0.58,0.66,2.34,9.0,hit_into_play,103.6,14.0,191.18,106.47,Standard,single
104778,660271,"Hjelle, Sean",2024-07-25,L,R,FC,93.7,-0.2,0.64,0.0,3.56,2.0,hit_into_play,91.5,39.0,125.33,69.57,Infield shade,field_out
104798,518692,"Webb, Logan",2024-07-25,L,R,SI,94.0,-1.33,0.37,1.11,2.45,14.0,hit_into_play,65.2,44.0,84.07,142.77,Standard,field_out
104800,660271,"Webb, Logan",2024-07-25,L,R,SI,94.1,-1.21,-0.07,0.28,3.23,3.0,hit_into_play,94.9,9.0,88.72,87.96,Infield shade,double
104802,518692,"Webb, Logan",2024-07-25,L,R,SI,94.4,-1.14,0.22,0.78,2.88,6.0,hit_into_play,66.2,7.0,113.52,140.27,Strategic,field_out
104805,656305,"Kershaw, Clayton",2024-07-25,R,L,FF,91.4,-0.02,1.35,0.09,1.87,8.0,hit_into_play,109.0,0.0,125.45,186.51,Standard,single
104806,671218,"Kershaw, Clayton",2024-07-25,R,L,FF,92.3,-0.17,1.33,-0.19,2.71,2.0,hit_into_play,90.6,5.0,129.31,183.22,Standard,single
104807,660271,"Webb, Logan",2024-07-25,L,R,SI,94.1,-1.43,0.09,-0.64,2.58,4.0,hit_into_play,107.5,-13.0,128.0,184.0,Standard,field_out
104809,518692,"Webb, Logan",2024-07-25,L,R,SI,94.0,-0.9,0.11,0.17,3.17,2.0,hit_into_play,83.4,32.0,70.17,97.57,Strategic,field_out
104827,671218,"Kershaw, Clayton",2024-07-25,R,L,FF,90.9,0.06,1.52,0.88,2.42,12.0,hit_into_play,108.3,18.0,115.0,44.0,Standard,double
104838,676059,"Chargois, JT",2024-07-25,R,R,SL,86.7,0.27,0.2,0.06,1.99,8.0,hit_into_play,84.3,38.0,45.33,114.37,Infield shade,field_out
104841,683002,"Chargois, JT",2024-07-25,L,R,SI,96.0,-1.55,0.51,-0.48,2.73,4.0,hit_into_play,108.5,5.0,87.13,102.02,Infield shade,single
104853,656811,"Cronin, Declan",2024-07-25,L,R,SI,92.2,-1.0,0.26,0.08,1.5,8.0,hit_into_play,102.2,-22.0,147.8,140.48,Infield shade,field_out
104856,660821,"Burnes, Corbin",2024-07-25,L,R,CH,90.0,-1.21,0.77,0.05,1.84,8.0,hit_into_play,99.9,46.0,75.22,82.31,Standard,field_out
104858,676059,"Cronin, Declan",2024-07-25,R,R,SI,92.5,-1.24,0.16,-0.78,2.51,4.0,hit_into_play,91.7,23.0,147.76,73.82,Standard,field_out
104860,683002,"Cronin, Declan",2024-07-25,L,R,SI,93.2,-1.29,0.26,-0.2,1.96,8.0,hit_into_play,59.8,-66.0,129.8,191.38,Infield shade,field_out
104865,656811,"Muñoz, Roddery",2024-07-25,L,R,SI,91.8,-1.42,0.72,-0.65,1.92,7.0,hit_into_play,95.0,-23.0,147.03,148.4,Infield shade,field_out
104870,660821,"Burnes, Corbin",2024-07-25,L,R,CU,81.4,0.71,-1.2,-0.86,1.05,13.0,hit_into_play,78.1,-11.0,116.18,155.88,Standard,field_out
104875,676059,"Muñoz, Roddery",2024-07-25,R,R,SI,94.0,-1.36,0.9,0.66,1.85,9.0,hit_into_play,98.2,-11.0,114.97,149.83,Standard,field_out
104883,683002,"Muñoz, Roddery",2024-07-25,L,R,SL,85.2,0.6,-0.53,-0.7,1.53,13.0,hit_into_play,89.8,-14.0,110.73,155.88,Infield shade,field_error
104893,676059,"Muñoz, Roddery",2024-07-25,R,R,FF,93.0,-0.86,1.33,0.05,2.82,5.0,hit_into_play,105.1,40.0,125.69,53.64,Standard,field_out
104896,660821,"Burnes, Corbin",2024-07-25,L,R,CU,78.5,0.8,-1.26,-0.05,1.86,8.0,hit_into_play,72.2,-18.0,157.93,167.38,Standard,field_out
104900,683002,"Muñoz, Roddery",2024-07-25,L,R,SI,93.9,-1.32,0.94,-0.1,2.16,8.0,hit_into_play,90.2,48.0,44.69,126.99,Standard,field_out
104904,656811,"Muñoz, Roddery",2024-07-25,L,R,SI,93.6,-1.42,0.77,-0.46,2.49,4.0,hit_into_play,98.7,36.0,99.76,53.19,Infield shade,field_out
104907,676059,"Muñoz, Roddery",2024-07-25,R,R,FF,94.4,-1.08,1.1,-1.03,2.66,11.0,hit_into_play,89.8,26.0,66.71,78.37,Standard,field_out
104908,683002,"Muñoz, Roddery",2024-07-25,L,R,FC,90.2,-0.28,0.63,-0.3,1.79,7.0,hit_into_play,81.2,-35.0,150.52,162.17,Infield shade,field_out
104935,663586,"Buttó, José",2024-07-25,R,R,ST,83.3,0.73,-0.38,0.1,2.13,8.0,hit_into_play,92.1,46.0,131.71,90.97,Strategic,field_out
104939,621566,"Severino, Luis",2024-07-25,L,R,FF,97.2,-0.44,1.46,0.49,2.4,6.0,hit_into_play,86.9,-1.0,135.69,142.38,Infield shade,single
104956,668901,"Sale, Chris",2024-07-25,R,L,CH,90.1,1.39,-0.13,0.46,1.25,14.0,hit_into_play,73.7,-15.0,105.39,170.26,Standard,grounded_into_double_play
104963,621566,"Severino, Luis",2024-07-25,L,R,FF,97.3,-0.36,1.3,1.01,2.99,12.0,hit_into_play,67.8,20.0,76.58,119.79,Infield shade,single
104966,542303,"Severino, Luis",2024-07-25,R,R,FF,95.4,-0.35,0.67,-0.03,2.1,8.0,hit_into_play,97.5,-10.0,105.39,161.77,Strategic,grounded_into_double_play
104973,663586,"Severino, Luis",2024-07-25,R,R,ST,82.8,1.63,-0.09,0.38,1.62,9.0,hit_into_play,104.6,8.0,122.87,82.45,Strategic,single
104981,624413,"Sale, Chris",2024-07-25,R,L,FF,94.6,1.22,0.74,-0.43,1.95,7.0,hit_into_play,100.9,15.0,119.36,78.42,Standard,field_out
104995,663586,"Severino, Luis",2024-07-25,R,R,SI,94.6,-1.26,0.89,0.01,1.89,8.0,hit_into_play,114.7,12.0,92.47,81.68,Strategic,double
104998,683734,"Robertson, David",2024-07-25,R,R,SL,85.6,0.85,1.11,0.22,2.56,5.0,hit_into_play,81.4,59.0,90.06,132.79,Standard,field_out
105001,666969,"Kopech, Michael",2024-07-25,R,R,FF,96.7,-0.77,1.66,0.55,2.49,6.0,hit_into_play,95.3,43.0,193.93,98.97,Standard,field_out
105008,502054,"Robertson, David",2024-07-25,R,R,KC,81.8,0.88,-1.27,-0.65,2.8,4.0,hit_into_play,88.0,7.0,140.27,152.12,Standard,field_out
105009,608369,"Banks, Tanner",2024-07-25,L,L,FF,93.5,0.15,1.3,-0.14,2.47,5.0,hit_into_play,95.9,56.0,69.0,123.03,Standard,field_out
105014,666969,"Cannon, Jonathan",2024-07-25,R,R,SI,92.0,-1.37,0.35,-0.64,1.92,7.0,hit_into_play,97.8,17.0,192.69,104.4,Standard,field_out
105016,683734,"Scherzer, Max",2024-07-25,R,R,CU,74.0,1.17,-0.95,0.47,1.2,14.0,hit_into_play,62.9,9.0,149.88,158.75,Standard,field_out
105026,694671,"Cannon, Jonathan",2024-07-25,R,R,SI,92.2,-1.43,0.3,0.18,2.42,5.0,hit_into_play,109.1,5.0,129.13,180.97,Standard,double_play
105032,657757,"Scherzer, Max",2024-07-25,L,R,FF,92.4,-0.72,1.33,0.09,3.06,2.0,hit_into_play,76.1,31.0,95.81,97.88,Infield shade,field_out
105039,683734,"Scherzer, Max",2024-07-25,R,R,CH,82.7,-1.23,0.23,-0.17,1.31,13.0,hit_into_play,102.3,15.0,75.14,83.95,Standard,field_out
105042,666969,"Cannon, Jonathan",2024-07-25,R,R,SI,92.8,-1.46,0.49,0.34,2.63,6.0,hit_into_play,98.3,-15.0,113.44,144.02,Standard,grounded_into_double_play
105050,608369,"Cannon, Jonathan",2024-07-25,L,R,CH,85.6,-1.38,-0.19,-0.39,1.82,7.0,hit_into_play,94.3,13.0,162.34,79.83,Infield shade,single
105055,666969,"Cannon, Jonathan",2024-07-25,R,R,ST,81.0,0.84,0.18,0.68,2.21,6.0,hit_into_play,106.3,17.0,144.41,62.67,Standard,field_out
105060,657757,"Scherzer, Max",2024-07-25,L,R,FF,90.5,-1.13,1.22,-0.66,1.84,7.0,hit_into_play,86.4,18.0,95.98,76.14,Infield shade,single
105061,694671,"Cannon, Jonathan",2024-07-25,R,R,ST,80.8,0.78,0.11,0.34,1.82,9.0,hit_into_play,93.6,25.0,62.32,78.21,Standard,field_out
105068,608369,"Cannon, Jonathan",2024-07-25,L,R,CH,85.0,-1.29,-0.2,-0.05,1.94,8.0,hit_into_play,84.5,-7.0,143.31,166.29,Infield shade,grounded_into_double_play
105075,502054,"Scherzer, Max",2024-07-25,R,R,FF,92.0,-0.91,1.38,1.15,2.81,12.0,hit_into_play,81.3,10.0,125.09,127.08,Standard,field_out
105084,664040,"Clement, Ernie",2024-07-25,L,R,KN,54.9,0.44,0.34,-0.06,2.19,5.0,hit_into_play,97.5,23.0,167.99,44.4,Infield shade,double
105085,668227,"Pearson, Nate",2024-07-25,R,R,SL,86.5,0.39,0.03,-0.42,2.5,4.0,hit_into_play,74.8,35.0,105.87,96.75,Infield shade,sac_fly
105088,664040,"Pearson, Nate",2024-07-25,L,R,CU,76.8,1.27,-1.38,-0.1,2.21,5.0,hit_into_play,100.8,16.0,196.78,91.1,Infield shade,single
105090,665489,"Bradley, Taj",2024-07-25,R,R,CU,77.8,0.56,-1.61,-0.31,0.96,13.0,hit_into_play,79.0,-5.0,127.32,148.9,Infield shade,field_out
105094,668227,"Burr, Ryan",2024-07-25,R,R,FF,94.9,-0.05,1.61,0.55,3.38,3.0,hit_into_play,95.8,30.0,161.74,55.56,Infield shade,field_out
105114,665489,"Bradley, Taj",2024-07-25,R,R,FF,93.5,-0.59,1.53,0.48,1.99,9.0,hit_into_play,109.0,-7.0,109.13,158.0,Infield shade,field_out
105117,664040,"Bassitt, Chris",2024-07-25,L,R,CU,69.1,1.67,-1.25,-0.14,1.97,8.0,hit_into_play,99.9,21.0,233.35,98.36,Infield shade,double
105123,665489,"Bradley, Taj",2024-07-25,R,R,FS,90.9,-1.09,1.47,0.8,0.85,14.0,hit_into_play,76.9,-35.0,117.62,168.91,Infield shade,single
105126,668227,"Bassitt, Chris",2024-07-25,R,R,CU,68.4,1.33,-1.11,0.21,2.51,5.0,hit_into_play,87.6,31.0,120.85,67.28,Standard,field_out
105130,664040,"Bassitt, Chris",2024-07-25,L,R,CH,83.0,-1.82,0.78,0.58,2.67,6.0,hit_into_play,109.5,36.0,228.59,94.32,Infield shade,home_run
105136,592518,"Ferrer, Jose A.",2024-07-25,R,L,SI,97.5,1.23,0.27,0.11,2.72,5.0,hit_into_play,,,120.3,143.78,Standard,field_out
105144,592518,"Corbin, Patrick",2024-07-25,R,L,SI,91.8,0.82,0.92,-0.13,2.43,5.0,hit_into_play,105.3,-35.0,113.31,152.28,Standard,grounded_into_double_play
105149,592518,"Corbin, Patrick",2024-07-25,R,L,FC,87.9,-0.25,0.7,0.47,2.41,6.0,hit_into_play,90.5,24.0,148.18,70.88,Standard,field_out
105157,592518,"Corbin, Patrick",2024-07-25,R,L,FF,93.0,0.72,1.31,-0.83,2.88,11.0,hit_into_play,75.7,12.0,146.69,149.88,Standard,field_out
105159,621566,"Wilson, Justin",2024-07-24,L,L,SL,85.6,-0.27,0.09,0.07,3.12,2.0,hit_into_play,99.1,1.0,120.6,143.47,Infield shade,field_out
105164,663886,"Chavez, Jesse",2024-07-24,R,R,SI,90.4,-1.27,0.74,0.43,2.91,3.0,hit_into_play,102.3,12.0,143.49,83.06,Standard,single
105171,682829,"Lee, Dylan",2024-07-24,R,L,SL,83.5,-0.37,0.61,-0.23,2.26,8.0,hit_into_play,90.1,-10.0,93.42,162.84,Standard,field_out
105172,663886,"Lee, Dylan",2024-07-24,R,L,CH,84.6,0.78,1.01,0.28,2.26,6.0,hit_into_play,83.4,32.0,50.02,95.39,Standard,field_out
105174,621566,"Sims, Lucas",2024-07-24,L,R,FC,90.2,0.24,0.63,0.29,2.38,6.0,hit_into_play,98.1,53.0,73.03,92.11,Strategic,field_out
105177,542303,"Sims, Lucas",2024-07-24,R,R,ST,83.5,1.59,0.2,1.3,2.43,14.0,hit_into_play,78.8,32.0,129.02,82.14,Strategic,field_out
105185,621566,"Montas, Frankie",2024-07-24,L,R,FC,92.1,0.01,0.34,0.4,2.17,9.0,hit_into_play,109.6,-5.0,153.81,95.82,Infield shade,single
105201,682829,"Holmes, Grant",2024-07-24,L,R,FC,92.9,-0.1,0.89,0.95,2.79,12.0,hit_into_play,67.3,12.0,173.54,128.47,Infield shade,single
105202,621566,"Montas, Frankie",2024-07-24,L,R,FF,93.2,-0.29,1.24,0.26,2.92,5.0,hit_into_play,105.1,17.0,179.73,97.82,Strategic,single
105213,682829,"Winans, Allan",2024-07-24,L,R,CH,82.4,-0.49,1.33,-0.48,1.85,7.0,hit_into_play,105.6,26.0,186.54,48.02,Infield shade,home_run
105220,542303,"Montas, Frankie",2024-07-24,R,R,FC,90.0,0.09,0.43,-0.06,1.77,8.0,hit_into_play,106.1,18.0,196.21,80.31,Standard,field_out
105221,621566,"Montas, Frankie",2024-07-24,L,R,FC,90.6,0.14,0.67,0.46,2.35,6.0,hit_into_play,78.7,-3.0,113.22,176.08,Infield shade,fielders_choice
105224,542303,"Montas, Frankie",2024-07-24,R,R,FS,85.6,-0.95,0.45,-0.32,1.07,13.0,hit_into_play,89.1,-21.0,116.87,143.97,Standard,force_out
105234,682829,"Winans, Allan",2024-07-24,L,R,SL,,0.72,-0.3,0.07,2.6,5.0,hit_into_play,96.0,-6.0,167.1,142.16,Infield shade,single
105241,661388,"Neris, Héctor",2024-07-24,R,R,FS,80.7,-0.71,-0.13,-0.13,1.88,8.0,hit_into_play,102.5,14.0,99.07,54.75,Standard,double
105247,683737,"Junis, Jakob",2024-07-24,L,R,SL,84.4,1.19,0.17,-0.04,2.19,5.0,hit_into_play,85.2,6.0,151.27,151.64,Strategic,field_out
105251,668930,"Leiter Jr., Mark",2024-07-24,L,R,FS,85.3,-0.13,0.13,-0.09,1.72,8.0,hit_into_play,94.6,-3.0,159.14,154.67,Standard,field_out
105264,673548,"Junis, Jakob",2024-07-24,R,R,SI,93.0,-1.21,0.4,-0.2,2.02,5.0,hit_into_play,97.8,17.0,147.71,71.91,Strategic,field_out
105268,668930,"Miller, Tyson",2024-07-24,L,R,ST,81.8,0.76,1.27,0.47,3.84,12.0,hit_into_play,99.3,7.0,164.59,128.04,Strategic,single
105275,683737,"Wilson, Bryse",2024-07-24,L,R,SI,91.9,-1.09,0.83,-0.03,2.57,5.0,hit_into_play,94.8,40.0,117.42,77.9,Strategic,field_out
105281,656555,"Steele, Justin",2024-07-24,R,L,FF,89.9,-0.08,0.93,-0.44,2.99,1.0,hit_into_play,90.6,55.0,90.49,128.45,Standard,field_out
105289,673548,"Wilson, Bryse",2024-07-24,R,R,SI,93.2,-1.24,0.8,-0.41,2.11,4.0,hit_into_play,104.9,22.0,61.56,54.59,Strategic,home_run
105300,656555,"Steele, Justin",2024-07-24,R,L,SL,83.0,-0.92,0.4,0.31,2.82,6.0,hit_into_play,84.3,75.0,102.64,193.26,Standard,field_out
105311,673548,"Zastryzny, Rob",2024-07-24,R,L,FC,86.1,-0.27,0.37,0.57,2.33,6.0,hit_into_play,109.5,8.0,101.54,61.88,Strategic,double
105318,683737,"Zastryzny, Rob",2024-07-24,L,L,FC,87.2,-0.4,0.34,-0.19,1.57,8.0,hit_into_play,94.8,31.0,153.8,65.5,Strategic,field_out
105324,656555,"Steele, Justin",2024-07-24,R,L,FF,92.8,-0.02,1.09,-1.09,2.68,11.0,hit_into_play,33.2,24.0,137.36,175.24,Standard,single
105329,661388,"Steele, Justin",2024-07-24,R,L,FF,91.5,0.11,1.32,-0.92,2.87,11.0,hit_into_play,61.4,60.0,161.6,158.39,Standard,field_out
105331,680776,"Lambert, Peter",2024-07-24,L,R,CH,89.5,-0.68,0.46,0.44,1.51,14.0,hit_into_play,83.6,19.0,218.77,107.51,Standard,triple
105334,696100,"Smith, Dominic",2024-07-24,R,L,EP,42.6,-0.16,0.56,-0.54,1.44,13.0,hit_into_play,50.2,29.0,153.4,162.46,Standard,field_out
105336,677800,"Lambert, Peter",2024-07-24,L,R,CU,78.5,0.32,-1.17,0.29,1.44,14.0,hit_into_play,106.5,17.0,190.92,83.78,Infield shade,sac_fly
105339,680776,"Lambert, Peter",2024-07-24,L,R,CU,78.7,0.55,-1.23,0.13,2.19,8.0,hit_into_play,79.4,23.0,147.91,84.35,Strategic,single
105342,646240,"Quantrill, Cal",2024-07-24,L,R,FC,90.4,0.31,0.44,-0.37,1.52,7.0,hit_into_play,113.5,9.0,78.81,72.67,Infield shade,single
105343,677800,"Quantrill, Cal",2024-07-24,L,R,CU,79.9,0.14,-0.45,-0.34,1.02,13.0,hit_into_play,74.0,2.0,157.02,169.4,Infield shade,field_out
105345,641857,"Booser, Cam",2024-07-24,L,L,ST,82.3,-0.99,-0.5,0.04,3.0,2.0,hit_into_play,91.4,53.0,69.47,97.95,Strategic,field_out
105349,680776,"Quantrill, Cal",2024-07-24,L,R,FS,88.1,-0.45,0.83,-0.13,2.05,8.0,hit_into_play,100.0,29.0,171.94,35.48,Infield shade,home_run
105351,641857,"Horn, Bailey",2024-07-24,L,L,FF,93.8,0.51,1.08,-0.02,1.94,8.0,hit_into_play,104.5,22.0,46.6,63.59,Standard,home_run
105354,646240,"Quantrill, Cal",2024-07-24,L,R,FF,96.2,-0.98,0.93,0.37,1.88,9.0,hit_into_play,108.8,10.0,87.23,64.34,Infield shade,double
105360,677800,"Quantrill, Cal",2024-07-24,L,R,FF,94.6,-0.87,0.79,-0.42,2.81,4.0,hit_into_play,104.0,10.0,73.7,82.74,Infield shade,single
105364,680776,"Quantrill, Cal",2024-07-24,L,R,FS,88.4,-0.45,0.57,-0.11,1.53,13.0,hit_into_play,86.8,-15.0,146.72,160.31,Standard,grounded_into_double_play
105370,646240,"Quantrill, Cal",2024-07-24,L,R,FS,86.6,-0.45,0.75,-0.39,2.32,4.0,hit_into_play,106.3,15.0,50.65,100.68,Infield shade,double
105385,680776,"Quantrill, Cal",2024-07-24,L,R,FF,95.0,-0.61,1.09,0.49,1.74,9.0,hit_into_play,97.0,22.0,133.66,48.42,Standard,field_out
105386,521692,"Sewald, Paul",2024-07-24,R,R,ST,85.4,0.64,0.74,-0.37,2.27,7.0,hit_into_play,87.4,29.0,53.45,82.8,Standard,field_out
105389,686469,"Sewald, Paul",2024-07-24,L,R,FF,92.4,-0.97,0.96,-0.24,2.53,5.0,hit_into_play,106.6,-6.0,139.24,140.43,Infield shade,single
105396,677951,"Sewald, Paul",2024-07-24,R,R,ST,83.8,0.95,0.88,-0.41,2.4,4.0,hit_into_play,87.1,15.0,153.68,89.22,Standard,single
105398,672580,"Sewald, Paul",2024-07-24,R,R,FF,90.4,-0.91,1.12,-0.33,2.89,4.0,hit_into_play,101.9,11.0,158.17,66.53,Standard,single
105400,572233,"McArthur, James",2024-07-24,R,R,SI,96.4,-1.46,0.62,0.34,2.78,6.0,hit_into_play,108.9,6.0,141.11,144.79,Standard,field_out
105405,606466,"McArthur, James",2024-07-24,L,R,CU,84.5,1.2,-0.79,0.09,2.14,8.0,hit_into_play,102.6,28.0,133.82,29.59,Strategic,home_run
105407,682998,"McArthur, James",2024-07-24,L,R,SI,94.6,-1.3,0.5,-0.87,2.54,11.0,hit_into_play,94.0,-19.0,138.57,142.25,Standard,single
105413,572233,"Harvey, Hunter",2024-07-24,R,R,FF,97.3,-0.57,1.55,0.04,1.73,8.0,hit_into_play,94.1,58.0,160.83,116.98,Standard,field_out
105415,606466,"Harvey, Hunter",2024-07-24,L,R,FS,89.1,-1.08,0.4,-0.38,2.28,7.0,hit_into_play,95.0,-11.0,158.88,167.17,Standard,field_out
105425,521692,"Martinez, Justin",2024-07-24,R,R,SI,99.7,-1.26,0.72,-0.56,3.81,11.0,hit_into_play,91.4,51.0,84.64,102.12,Standard,field_out
105436,672580,"Nelson, Ryne",2024-07-24,R,R,FC,91.5,-0.19,0.84,-0.55,2.37,4.0,hit_into_play,81.5,63.0,185.27,162.09,Standard,field_out
105437,553993,"Zerpa, Angel",2024-07-24,R,L,SI,96.1,1.35,0.43,-0.68,2.61,4.0,hit_into_play,75.4,52.0,129.22,181.2,Standard,field_out
105446,572233,"Zerpa, Angel",2024-07-24,R,L,SI,96.0,1.38,0.54,0.08,2.67,5.0,hit_into_play,90.3,8.0,137.24,136.67,Standard,field_out
105452,521692,"Nelson, Ryne",2024-07-24,R,R,FC,92.6,-0.04,0.71,0.7,1.87,9.0,hit_into_play,108.0,9.0,125.54,77.06,Standard,single
105455,686469,"Nelson, Ryne",2024-07-24,L,R,CH,83.0,-1.4,0.49,-1.21,2.9,11.0,hit_into_play,69.5,-3.0,139.18,153.1,Standard,grounded_into_double_play
105456,677951,"Nelson, Ryne",2024-07-24,R,R,FC,94.9,-0.3,0.67,0.92,2.26,14.0,hit_into_play,100.3,-15.0,157.06,127.59,Strategic,single
